6,2,2239,84,106,0.80,0.80,28054,60978,0.00,0.00,0.00,0.00,0.00,4.20,5.80,47.40,73.20,3.6,490,1504586,84
55,68,4149,462,267,3.40,1.60,531019,385011,0.40,0.80,0.80,0.00,0.20,47.80,56.40,193.00,375.80,403,73,26,0
17,14,960,51,45,2.20,2.00,43138,21762,0.00,0.00,0.00,0.00,0.40,4.20,5.40,117.20,182.80,1.0,1133,1093691,94
98,105,2663,421,153,0.60,0.40,603068,499815,0.00,0.00,0.00,0.00,0.00,6.00,6.20,37.40,69.00,1.2,451,1044634,87
33,42,2995,183,140,0.40,0.40,41711,69821,0.00,0.00,0.00,0.00,0.20,0.20,0.20,31.40,60.40,1.0,598,1077210,88
21,14,4043,483,428,6.00,1.60,200212,31160,0.60,0.60,0.60,0.00,0.00,0.20,0.20,290.20,432.40,1.0,235,1074389,80
2,1,2648,257,164,0.40,0.60,106551,27902,0.00,0.00,0.00,0.00,0.00,0.80,1.20,34.87,71.14,2.0,916,1054447,89
1,1,2444,91,152,0.20,0.20,86880,23199,1.80,3.20,2.60,0.00,0.00,10.80,21.00,15.60,25.00,2.8,321,1703744,92
1,0,1743,149,150,0.40,2.00,64164,244496,0.00,0.00,0.00,0.00,0.00,0.60,0.60,31.80,63.80,3.0,393,1527189,93
57,55,1123,107,79,0.20,0.20,20746,36718,0.00,0.00,0.00,0.00,0.00,1.40,8.20,23.40,34.00,1.4,941,972674,93
33,40,731,112,72,2.79,2.99,318492,36947,0.00,0.00,0.00,0.00,0.00,2.40,2.59,227.94,225.55,2.2,1996,1812881,82
4,2,945,92,92,0.20,0.20,116107,76904,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,58.00,2.2,1454,1546534,96
4,3,1370,94,118,0.80,1.00,25625,99074,0.00,0.00,0.00,0.00,1.80,1.60,1.60,70.20,101.80,1.0,418,1113077,91
0,0,3197,108,72,0.20,0.20,6617,20668,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.20,16.80,1.8,1399,1753960,89
58,38,6469,314,340,0.40,0.40,461409,283782,25.15,86.03,184.63,344.51,5.39,60.28,100.80,57.68,242.71,3.8,122,999623,72
9,2,2285,157,109,6.79,19.96,23730,46926,0.00,0.00,0.00,0.00,0.20,7.98,8.58,230.94,432.14,1.4,562,1080802,76
2,0,303,27,24,1.60,1.60,31748,14620,0.00,0.00,0.00,0.00,0.00,1.20,1.40,141.00,124.00,1.2,6738,1853766,92
1,0,2486,135,99,0.40,0.80,44382,30344,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.80,34.80,2.0,437,1754147,89
21,6,5456,485,304,11.40,11.00,390051,40479,1.00,1.00,1.00,0.00,0.80,46.80,49.60,538.20,1260.40,1.0,530,982954,56
25,6,4636,705,485,6.60,2.20,467038,275586,3.60,5.20,5.00,0.00,4.40,4.80,7.60,340.00,489.00,5.8,326,1546581,66
7,0,2719,417,373,7.60,2.00,208007,21557,0.00,0.00,0.00,0.00,0.80,0.00,0.00,356.80,513.20,2.4,1566,1778386,80
106,49,2258,270,216,2.00,2.00,138625,103691,0.00,0.00,0.00,0.00,0.20,12.60,16.00,88.00,198.40,1.0,883,1010248,86
22,4,1650,223,205,1.80,1.60,33024,29856,6.60,24.60,75.80,196.20,1.60,20.00,105.80,92.60,167.80,4.5,158,1058141,86
4,2,2677,248,142,1.80,4.20,231107,38426,0.00,0.00,0.00,0.00,0.00,2.20,2.80,108.20,259.80,1.8,760,1117523,84
22,31,1564,89,75,0.40,0.40,31239,39031,0.80,0.80,0.80,0.00,0.40,2.20,2.60,40.60,36.40,367,95,5,0
1,0,3002,255,182,0.20,0.20,43151,35724,3.59,5.39,5.19,0.00,1.00,8.58,8.78,18.16,55.49,2.5,191,992311,89
18,4,3962,614,560,0.40,0.80,699997,400422,3.00,15.00,36.60,87.00,1.60,12.60,27.40,37.80,78.40,3.2,144,1396888,87
2,0,2959,372,250,1.40,1.40,946962,160148,9.00,37.60,87.60,228.80,0.00,31.40,49.60,82.00,194.80,1.0,152,1034645,82
0,0,3896,199,156,0.60,2.79,130609,63759,2.79,4.99,4.99,0.00,0.80,4.39,4.39,22.95,79.44,2.7,146,983954,88
2,1,837,42,50,0.40,0.60,3692,32235,0.00,0.00,0.00,0.00,0.20,1.00,1.00,32.00,179.80,1.5,771,1032677,95
4,0,889,77,36,2.59,5.19,134414,28946,0.00,0.00,0.00,0.00,0.00,7.19,12.38,234.73,208.78,1.4,6376,1847115,87
5,2,2157,180,105,2.80,3.40,191243,48792,5.00,18.40,30.20,44.80,1.00,5.60,5.80,160.20,297.40,3.6,168,1039970,86
5,0,1492,40,33,1.20,1.20,32114,19663,0.80,0.80,0.80,0.00,0.00,5.01,6.81,102.61,115.83,1.0,153,1066347,92
7,0,2834,43,43,1.60,1.60,110077,45701,0.00,0.00,0.00,0.00,0.00,1.20,2.20,102.80,201.80,2.2,1366,1637480,91
10,3,3768,463,264,2.20,0.80,235474,60534,8.80,11.60,12.80,3.80,25.60,8.20,9.20,118.80,233.20,1.0,157,1099117,81
4,1,2474,336,296,3.60,1.00,456198,349894,0.00,0.00,0.00,0.00,0.00,26.00,51.40,170.40,244.00,1.2,5872,1841914,83
13,1,3501,353,147,5.99,6.79,251468,31489,4.79,18.76,65.07,111.98,2.99,54.09,56.09,350.90,687.82,1.0,125,1084677,69
5,0,5369,247,227,3.01,2.81,149397,215582,5.41,12.63,25.45,41.08,2.20,13.43,15.03,146.29,299.80,3.2,181,993226,79
17,8,2515,293,132,2.20,2.20,513694,197703,0.80,0.80,0.80,0.00,1.00,7.39,9.18,134.33,257.49,1.2,441,1017961,82
28,44,1901,49,46,0.20,0.20,1549,7356,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.40,21.00,2.2,978,1761437,85
40,54,3432,390,328,3.41,4.81,415685,259602,13.23,27.66,36.87,58.32,8.22,9.82,9.82,166.93,396.59,1.5,401,1098783,77
5,2,2468,99,97,0.40,0.40,152648,32618,0.00,0.00,0.00,0.00,0.00,2.80,3.20,32.40,50.60,3.2,3414,1551606,95
5,0,3138,132,93,1.20,1.80,132558,48767,4.00,7.40,7.40,0.00,0.00,8.80,15.40,101.60,139.40,1.2,284,1001408,84
24,8,4345,269,206,2.80,1.80,393404,68604,7.20,13.00,12.60,0.00,1.60,4.60,5.80,170.40,235.60,347,83,17,0
2,0,238,22,35,0.20,0.20,4108,30354,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,16.77,2.0,6549,1702609,98
1,0,3483,294,283,0.80,2.60,621569,553056,18.80,70.80,183.60,384.60,6.00,44.80,83.20,41.80,75.20,6.2,132,994390,76
2,0,1240,87,83,0.40,0.60,21455,50048,0.60,0.80,0.80,0.00,0.00,3.99,6.39,75.45,104.99,679,93,7,0
0,0,2743,95,99,0.20,0.20,3089,5280,0.00,0.00,0.00,0.00,0.00,0.40,0.40,15.57,16.97,2.0,628,1755138,89
3,1,3736,161,145,0.40,0.40,10611,211654,0.40,0.40,0.40,0.00,0.20,1.80,1.80,31.54,60.08,2.2,277,1382574,92
1,0,5527,192,147,0.20,0.20,265066,88570,4.78,9.56,25.10,58.37,3.19,12.75,20.52,16.14,138.45,1.5,126,1010410,89
31,16,4495,326,186,3.40,4.40,356965,122565,0.00,0.00,0.00,0.00,0.00,1.80,1.80,211.00,418.20,6.2,1543,1328674,79
14,2,3770,339,231,1.00,1.20,410959,94864,5.00,10.00,18.40,46.80,2.40,21.20,23.80,104.00,164.20,4.4,153,1529242,85
2,1,4569,334,195,0.20,0.20,14031,82179,0.00,0.00,0.00,0.00,0.00,2.40,3.60,17.00,86.80,2.0,587,1077120,87
29,3,4067,174,126,2.80,3.00,296780,169853,7.20,33.80,70.40,183.00,0.80,18.00,21.20,211.40,349.00,5.4,179,1313411,82
0,0,153,11,22,0.20,0.20,3693,1972,0.00,0.00,0.00,0.00,0.00,0.20,0.40,15.60,16.80,1.0,6477,1871658,99
2,2,891,95,80,0.60,2.20,260246,123445,21.44,37.27,53.31,107.21,15.23,17.84,30.46,35.07,100.40,1.0,159,1032980,90
14,2,1965,256,109,1.39,1.79,338545,17826,0.20,0.20,0.20,0.00,3.97,7.54,11.71,99.60,189.68,2.8,305,996413,89
5,1,5473,335,200,1.00,1.00,908732,64771,0.00,0.00,0.00,0.00,0.00,0.80,1.00,71.20,130.60,1.0,480,1074680,85
1,0,1086,222,94,0.20,0.20,254286,276011,5.20,11.00,15.20,10.00,0.00,2.40,2.40,22.00,38.40,127,92,8,0
116,52,1417,197,142,3.60,6.20,165098,108109,3.00,12.80,12.80,0.00,1.60,23.80,33.80,190.80,343.20,1.0,311,982754,84
1,0,433,72,108,0.20,0.20,41766,51175,2.60,5.20,3.80,0.00,0.00,0.80,0.80,23.80,22.80,3.0,511,1715755,95
43,25,6291,390,288,4.60,5.60,257974,192468,0.80,5.40,1.20,0.00,1.40,1.40,2.00,223.80,379.00,7.0,2339,1327936,74
3,0,1960,164,105,0.60,0.80,186247,42768,7.19,26.55,49.30,92.22,1.20,45.71,48.90,51.50,113.77,3.8,136,1104960,86
11,1,4377,151,157,2.40,2.60,143728,165257,4.00,46.80,208.40,525.00,0.20,2.40,3.40,161.60,259.80,4.4,623,1622459,81
26,38,396,80,26,0.60,0.60,414176,17481,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.80,44.80,1.2,912,1762022,94
57,71,1776,170,126,0.40,0.60,6148,30329,0.00,0.00,0.00,0.00,0.20,1.20,1.20,36.27,74.15,1.0,347,1093060,89
25,9,2112,155,98,2.79,6.19,149522,27273,2.99,3.99,19.96,32.53,1.40,16.77,22.16,163.87,406.59,1.2,1645,951912,80
5,1,2598,182,69,0.60,1.20,756698,13776,0.00,0.00,0.00,0.00,0.00,0.40,0.80,64.60,84.20,2.8,2569,1702059,91
0,0,221,31,31,0.20,0.20,15128,19723,0.00,0.00,0.00,0.00,0.00,2.20,3.00,16.60,26.80,1.0,661,1734496,96
6,2,1322,51,51,0.40,0.40,27582,35275,2.99,3.99,3.99,0.00,0.00,2.40,2.99,35.33,43.91,334,95,5,0
